Entry,RecordType,Data,SourceFolders
c.bing.com,5,ax-0001.ax-msedge.net,rotation-1; rotation-2026-02-22-chrome
c.bing.com,5,c-bing-com.ax-0001.ax-msedge.net,rotation-1; rotation-2026-02-22-chrome
c.msn.com,,13.107.213.73,rotation-0
c.msn.com,,13.107.246.73,rotation-0
c.msn.com,,c-msn-afd.trafficmanager.net,rotation-0
c.msn.com,,idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net,rotation-0
c.msn.com,,mr-b01.tm-azurefd.net,rotation-0
c.msn.com,,part-0045.t-0009.t-msedge.net,rotation-0
c.msn.com,,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-0
c.msn.com,1,13.107.213.73,rotation-1; rotation-2026-02-22-chrome
c.msn.com,1,13.107.246.73,rotation-1; rotation-2026-02-22-chrome
c.msn.com,5,c-msn-afd.trafficmanager.net,rotation-1; rotation-2026-02-22-chrome
c.msn.com,5,idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net,rotation-1; rotation-2026-02-22-chrome
c.msn.com,5,mr-b01.tm-azurefd.net,rotation-1; rotation-2026-02-22-chrome
c.msn.com,5,part-0045.t-0009.t-msedge.net,rotation-1; rotation-2026-02-22-chrome
c.msn.com,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-1; rotation-2026-02-22-chrome
camo.githubusercontent.com,1,185.199.108.133,rotation-2026-02-22-chrome
camo.githubusercontent.com,1,185.199.109.133,rotation-2026-02-22-chrome
camo.githubusercontent.com,1,185.199.110.133,rotation-2026-02-22-chrome
camo.githubusercontent.com,1,185.199.111.133,rotation-2026-02-22-chrome
cc.cdn.civiccomputing.com,1,104.20.44.120,rotation-2026-02-25
cc.cdn.civiccomputing.com,1,172.66.163.83,rotation-2026-02-25
cc.cdn.civiccomputing.com,5,cc-cdn.civiccomputing.com.cdn.cloudflare.net,rotation-2026-02-25
cdn-cookieyes.com,1,104.18.18.62,rotation-2026-02-13
cdn-cookieyes.com,1,104.18.19.62,rotation-2026-02-13
cdn.104.com.tw,1,13.35.186.11,rotation-2026-02-25
cdn.104.com.tw,1,13.35.186.121,rotation-2026-02-25
cdn.104.com.tw,1,13.35.186.35,rotation-2026-02-25
cdn.104.com.tw,1,13.35.186.8,rotation-2026-02-25
cdn.104.com.tw,1,3.169.121.121,rotation-2026-02-25
cdn.104.com.tw,1,3.169.121.53,rotation-2026-02-25
cdn.104.com.tw,1,3.169.121.66,rotation-2026-02-25
cdn.104.com.tw,1,3.169.121.94,rotation-2026-02-25
cdn.carbonads.com,,3.169.137.108,rotation-0; rotation-1
cdn.carbonads.com,,3.169.137.39,rotation-0; rotation-1
cdn.carbonads.com,,3.169.137.75,rotation-0; rotation-1
cdn.carbonads.com,,3.169.137.8,rotation-0; rotation-1
cdn.carbonads.com,,d2w5yq7htjp2h0.cloudfront.net,rotation-0; rotation-1
cdn.cookielaw.org,1,104.18.86.42,rotation-2026-02-25
cdn.cookielaw.org,1,104.18.87.42,rotation-2026-02-25
cdn.discordapp.com,1,162.159.129.233,rotation-2026-02-13; rotation-2026-02-25
cdn.discordapp.com,1,162.159.130.233,rotation-2026-02-13; rotation-2026-02-25
cdn.discordapp.com,1,162.159.133.233,rotation-2026-02-13; rotation-2026-02-25
cdn.discordapp.com,1,162.159.134.233,rotation-2026-02-13; rotation-2026-02-25
cdn.discordapp.com,1,162.159.135.233,rotation-2026-02-13; rotation-2026-02-25
cdn.heapanalytics.com,1,3.169.55.119,rotation-2026-02-25
cdn.heapanalytics.com,1,3.169.55.120,rotation-2026-02-25
cdn.heapanalytics.com,1,3.169.55.30,rotation-2026-02-25
cdn.heapanalytics.com,1,3.169.55.41,rotation-2026-02-25
cdn.jsdelivr.net,1,104.16.174.226,rotation-2026-02-13
cdn.jsdelivr.net,1,104.16.175.226,rotation-2026-02-13
cdn.jsdelivr.net,5,cdn.jsdelivr.net.cdn.cloudflare.net,rotation-2026-02-13
cdn.localizeapi.com,1,104.18.0.42,rotation-2026-02-25
cdn.localizeapi.com,1,104.18.1.42,rotation-2026-02-25
cdn.pendo.io,1,34.36.213.229,rotation-2026-02-25
cdn.prod.website-files.com,1,104.18.160.117,rotation-2026-02-25
cdn.prod.website-files.com,1,104.18.161.117,rotation-2026-02-25
cdn.scarabresearch.com,1,3.169.121.11,rotation-2026-02-25
cdn.scarabresearch.com,1,3.169.121.56,rotation-2026-02-25
cdn.scarabresearch.com,1,3.169.121.65,rotation-2026-02-25
cdn.scarabresearch.com,1,3.169.121.92,rotation-2026-02-25
cdn.tailwindcss.com,1,104.26.2.143,rotation-2026-02-13; rotation-2026-02-25
cdn.tailwindcss.com,1,104.26.3.143,rotation-2026-02-13; rotation-2026-02-25
cdn.tailwindcss.com,1,172.67.68.11,rotation-2026-02-13; rotation-2026-02-25
cdnjs.cloudflare.com,1,104.17.24.14,rotation-2026-02-13; rotation-2026-02-25
cdnjs.cloudflare.com,1,104.17.25.14,rotation-2026-02-13; rotation-2026-02-25
central.github.com,1,140.82.114.22,rotation-2026-02-13
central.github.com,5,glb-db52c2cf8be544.github.com,rotation-2026-02-13
challenges.cloudflare.com,,104.18.94.41,rotation-0
challenges.cloudflare.com,,104.18.95.41,rotation-0
challenges.cloudflare.com,1,104.18.94.41,rotation-1; rotation-2026-02-25
challenges.cloudflare.com,1,104.18.95.41,rotation-1; rotation-2026-02-25
chameleon.vitalsource.com,1,104.19.189.84,rotation-2026-02-13
chameleon.vitalsource.com,1,104.19.190.84,rotation-2026-02-13
chatgpt.com,,104.18.32.47,rotation-0
chatgpt.com,,172.64.155.209,rotation-0
chatgpt.com,1,104.18.32.47,rotation-1
chatgpt.com,1,172.64.155.209,rotation-1
chatgpt.com,28,2a06:98c1:3100::6812:202f,rotation-1
chatgpt.com,28,2a06:98c1:310b::ac40:9bd1,rotation-1
checkout-cookies.link.com,1,3.115.50.247,rotation-2026-02-25
checkout-cookies.link.com,1,3.115.61.96,rotation-2026-02-25
checkout-cookies.link.com,1,54.64.207.232,rotation-2026-02-25
checkout-cookies.stripe.com,1,3.115.110.210,rotation-2026-02-25
checkout-cookies.stripe.com,1,3.115.50.247,rotation-2026-02-25
checkout-cookies.stripe.com,1,3.115.61.96,rotation-2026-02-25
checkout-cookies.stripe.com,1,52.69.11.6,rotation-2026-02-25
checkout-cookies.stripe.com,1,54.64.207.232,rotation-2026-02-25
checkout-cookies.stripe.com,1,54.92.90.44,rotation-2026-02-25
checkout.stripe.com,1,3.169.36.116,rotation-2026-02-25
checkout.stripe.com,1,3.169.36.28,rotation-2026-02-25
checkout.stripe.com,1,3.169.36.46,rotation-2026-02-25
checkout.stripe.com,1,3.169.36.51,rotation-2026-02-25
checkout.stripe.com,1,3.169.55.14,rotation-2026-02-25
checkout.stripe.com,1,3.169.55.60,rotation-2026-02-25
checkout.stripe.com,1,3.169.55.73,rotation-2026-02-25
checkout.stripe.com,1,3.169.55.82,rotation-2026-02-25
checkout.stripe.com,5,d2rhbqunra2aep.cloudfront.net,rotation-2026-02-25
chrome.cloudflare-dns.com,,162.159.61.3,rotation-0
chrome.cloudflare-dns.com,,172.64.41.3,rotation-0
chrome.cloudflare-dns.com,1,162.159.61.3,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
chrome.cloudflare-dns.com,1,172.64.41.3,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
chrome.google.com,1,142.250.196.206,rotation-2026-02-25
chrome.google.com,5,www3.l.google.com,rotation-2026-02-25
chromewebstore.googleapis.com,1,142.250.196.202,rotation-2026-02-22-chrome; rotation-2026-02-25
chromewebstore.googleapis.com,1,142.250.198.74,rotation-2026-02-22-chrome; rotation-2026-02-25
chromewebstore.googleapis.com,1,142.250.204.42,rotation-2026-02-22-chrome; rotation-2026-02-25
chromewebstore.googleapis.com,1,142.250.66.74,rotation-2026-02-22-chrome; rotation-2026-02-25
chromewebstore.googleapis.com,1,142.250.77.10,rotation-2026-02-22-chrome
ci3.googleusercontent.com,1,142.250.196.193,rotation-1; rotation-2026-02-22-chrome
ci3.googleusercontent.com,1,142.250.204.33,rotation-1; rotation-2026-02-25
ci3.googleusercontent.com,1,142.250.4.132,rotation-2026-02-13
cix.line-apps.com,1,147.92.146.129,rotation-2026-02-25
cix.line-apps.com,1,147.92.146.138,rotation-2026-02-25
cix.line-apps.com,1,147.92.185.1,rotation-2026-02-25
cix.line-apps.com,1,147.92.185.2,rotation-2026-02-25
cix.line-apps.com,1,147.92.249.185,rotation-2026-02-25
cix.line-apps.com,5,legy-gslb.line-apps.com.akadns.net,rotation-2026-02-25
cix.line-apps.com,5,legy-jp.line-apps.com.akadns.net,rotation-2026-02-25
clients1.google.com,,142.250.66.78,rotation-0; rotation-1
clients1.google.com,,clients.l.google.com,rotation-0
clients1.google.com,1,142.250.204.46,rotation-1
clients1.google.com,5,clients.l.google.com,rotation-1
clients2.google.com,,142.250.198.78,rotation-0; rotation-1
clients2.google.com,,142.250.204.46,rotation-0; rotation-1
clients2.google.com,,clients.l.google.com,rotation-0; rotation-1
clients2.google.com,1,142.250.198.78,rotation-2026-02-25
clients2.google.com,5,clients.l.google.com,rotation-2026-02-25
clients2.googleusercontent.com,1,142.250.198.65,rotation-2026-02-22-chrome
clients2.googleusercontent.com,5,googlehosted.l.googleusercontent.com,rotation-2026-02-22-chrome
clients6.google.com,1,142.250.196.206,rotation-2026-02-25
clients6.google.com,1,142.250.198.78,rotation-1; rotation-2026-02-25
clients6.google.com,1,142.250.77.14,rotation-1
clients6.google.com,1,172.217.194.100,rotation-2026-02-13
clients6.google.com,1,172.217.194.101,rotation-2026-02-13
clients6.google.com,1,172.217.194.102,rotation-2026-02-13
clients6.google.com,1,172.217.194.113,rotation-2026-02-13
clients6.google.com,1,172.217.194.138,rotation-2026-02-13
clients6.google.com,1,172.217.194.139,rotation-2026-02-13
clients6.google.com,5,clients.l.google.com,rotation-1; rotation-2026-02-13; rotation-2026-02-25
clientservices.googleapis.com,1,142.250.196.195,rotation-2026-02-25
clientservices.googleapis.com,1,142.250.198.67,rotation-2026-02-25
clientservices.googleapis.com,1,142.250.204.35,rotation-2026-02-22-chrome
clientservices.googleapis.com,1,142.250.66.67,rotation-2026-02-25
cm.g.doubleclick.net,1,142.250.198.66,rotation-2026-02-25
coccoc.com,1,123.30.175.29,rotation-2026-02-25
code.jquery.com,1,151.101.130.137,rotation-2026-02-13
code.jquery.com,1,151.101.194.137,rotation-2026-02-13
code.jquery.com,1,151.101.2.137,rotation-2026-02-13
code.jquery.com,1,151.101.66.137,rotation-2026-02-13
collector.github.com,1,140.82.112.22,rotation-2026-02-25
collector.github.com,1,140.82.113.22,rotation-2026-02-25
collector.github.com,1,140.82.114.22,rotation-2026-02-13
collector.github.com,5,glb-db52c2cf8be544.github.com,rotation-2026-02-13; rotation-2026-02-25
common.online.office.com,1,52.108.8.12,rotation-1; rotation-2026-02-25
common.online.office.com,1,52.108.9.12,rotation-1; rotation-2026-02-25
common.online.office.com,5,common-geo.wac.trafficmanager.net,rotation-1; rotation-2026-02-25
common.online.office.com,5,common.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net,rotation-1; rotation-2026-02-25
common.online.office.com,5,wac-0003.wac-msedge.net,rotation-1; rotation-2026-02-25
config.edge.skype.com,,150.171.22.17,rotation-0; rotation-1
config.edge.skype.com,,config-edge-skype.ln-0007.ln-msedge.net,rotation-0; rotation-1
config.edge.skype.com,,config.edge.skype.com.trafficmanager.net,rotation-0; rotation-1
config.edge.skype.com,,ln-0007.config.skype.com,rotation-0; rotation-1
config.edge.skype.com,,ln-0007.ln-msedge.net,rotation-0; rotation-1
config.edge.skype.com,1,150.171.22.17,rotation-2026-02-22-chrome; rotation-2026-02-25
config.edge.skype.com,1,52.123.252.11,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.17,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.21,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.27,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.30,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.32,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.5,rotation-2026-02-13
config.edge.skype.com,1,52.123.252.7,rotation-2026-02-13
config.edge.skype.com,5,config-edge-skype.ln-0007.ln-msedge.net,rotation-2026-02-22-chrome; rotation-2026-02-25
config.edge.skype.com,5,config.edge.skype.com.trafficmanager.net,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
config.edge.skype.com,5,ln-0007.config.skype.com,rotation-2026-02-22-chrome; rotation-2026-02-25
config.edge.skype.com,5,ln-0007.ln-msedge.net,rotation-2026-02-22-chrome; rotation-2026-02-25
config.edge.skype.com,5,mira.config.skype.com,rotation-2026-02-13
config.edge.skype.com,5,svc.ha-teams.office.com,rotation-2026-02-13
config.edge.skype.com,5,teams-mrc-ww-acdcatm.trafficmanager.net,rotation-2026-02-13
config.edge.skype.com,5,teams-mrc-ww-perf.tm-4.office.com,rotation-2026-02-13
connect.facebook.net,1,31.13.87.5,rotation-2026-02-25
connect.facebook.net,1,57.144.144.128,rotation-2026-02-13
connect.facebook.net,5,scontent.xx.fbcdn.net,rotation-2026-02-13; rotation-2026-02-25
consumer.suite.office.com,1,48.210.106.192,rotation-1; rotation-2026-02-25
consumer.suite.office.com,5,cprod.consumershellservice.trafficmanager.net,rotation-1; rotation-2026-02-25
contacts.google.com,1,142.250.198.78,rotation-1; rotation-2026-02-13
contacts.google.com,1,142.250.204.46,rotation-1
contacts.google.com,1,142.250.77.14,rotation-2026-02-25
contacts.google.com,1,64.233.170.100,rotation-2026-02-13
contacts.google.com,1,64.233.170.101,rotation-2026-02-13
contacts.google.com,1,64.233.170.102,rotation-2026-02-13
contacts.google.com,1,64.233.170.113,rotation-2026-02-13
contacts.google.com,1,64.233.170.138,rotation-2026-02-13
contacts.google.com,1,64.233.170.139,rotation-2026-02-13
contacts.google.com,5,plus.l.google.com,rotation-1; rotation-2026-02-13; rotation-2026-02-25
content-autofill.googleapis.com,1,142.250.196.202,rotation-2026-02-22-chrome; rotation-2026-02-25
content-autofill.googleapis.com,1,142.250.198.74,rotation-2026-02-22-chrome; rotation-2026-02-25
content-autofill.googleapis.com,1,142.250.204.42,rotation-2026-02-22-chrome; rotation-2026-02-25
content-autofill.googleapis.com,1,142.250.66.74,rotation-2026-02-22-chrome; rotation-2026-02-25
content-autofill.googleapis.com,1,142.250.77.10,rotation-2026-02-22-chrome; rotation-2026-02-25
content-management-public-content.canva.com,1,104.16.102.112,rotation-2026-02-25
content-management-public-content.canva.com,1,104.16.103.112,rotation-2026-02-25
content-management-public-content.canva.com,5,content-management-public-content.canva.com.cdn.cloudflare.net,rotation-2026-02-25
content.googleapis.com,1,142.250.196.202,rotation-1; rotation-2026-02-25
content.googleapis.com,1,142.250.198.74,rotation-1; rotation-2026-02-25
content.googleapis.com,1,142.250.204.42,rotation-1; rotation-2026-02-25
content.googleapis.com,1,142.250.66.74,rotation-1; rotation-2026-02-25
content.googleapis.com,1,142.250.77.10,rotation-1; rotation-2026-02-25
copilot.microsoft.com,,104.18.22.222,rotation-0
copilot.microsoft.com,,104.18.23.222,rotation-0
copilot.microsoft.com,,copilot-copilot-msft-com.trafficmanager.net,rotation-0
copilot.microsoft.com,,copilot.microsoft.com.cdn.cloudflare.net,rotation-0
copilot.microsoft.com,1,104.18.22.222,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
copilot.microsoft.com,1,104.18.23.222,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
copilot.microsoft.com,5,copilot-copilot-msft-com.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
copilot.microsoft.com,5,copilot.microsoft.com.cdn.cloudflare.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
craftui.studio,1,216.198.79.1,rotation-2026-02-25
craftui.studio,1,64.29.17.65,rotation-2026-02-25
criteo-sync.teads.tv,1,151.101.130.132,rotation-2026-02-25
criteo-sync.teads.tv,1,151.101.194.132,rotation-2026-02-25
criteo-sync.teads.tv,1,151.101.2.132,rotation-2026-02-25
criteo-sync.teads.tv,1,151.101.66.132,rotation-2026-02-25
criteo-sync.teads.tv,5,outbrain.map.fastly.net,rotation-2026-02-25
crl.globalsign.com,1,104.18.20.226,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
crl.globalsign.com,1,104.18.21.226,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
crl.globalsign.com,1,151.101.130.133,rotation-2026-02-25
crl.globalsign.com,1,151.101.194.133,rotation-2026-02-25
crl.globalsign.com,1,151.101.2.133,rotation-2026-02-25
crl.globalsign.com,1,151.101.66.133,rotation-2026-02-25
crl.globalsign.com,5,cdn-default.globalsigncdn.com,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
crl.globalsign.com,5,cdn.globalsigncdn.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
crl.globalsign.com,5,ocsp.globalsign.com,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
crl.globalsign.com,5,prod.globalsign.map.fastly.net,rotation-2026-02-25
crl.sectigo.com,,104.18.38.233,rotation-0; rotation-1
crl.sectigo.com,,172.64.149.23,rotation-0; rotation-1
crl.sectigo.com,,crl.comodoca.com.cdn.cloudflare.net,rotation-0; rotation-1
crl.sectigo.com,1,104.18.38.233,rotation-2026-02-13; rotation-2026-02-25
crl.sectigo.com,1,172.64.149.23,rotation-2026-02-13; rotation-2026-02-25
crl.sectigo.com,5,crl.comodoca.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-25
crl.usertrust.com,,104.18.38.233,rotation-0; rotation-1
crl.usertrust.com,,172.64.149.23,rotation-0; rotation-1
crl.usertrust.com,,crl.comodoca.com.cdn.cloudflare.net,rotation-0; rotation-1
crl.usertrust.com,1,104.18.38.233,rotation-2026-02-13; rotation-2026-02-25
crl.usertrust.com,1,172.64.149.23,rotation-2026-02-13; rotation-2026-02-25
crl.usertrust.com,5,crl.comodoca.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-25
cs-a.ecimg.tw,1,34.160.217.38,rotation-2026-02-25
cs-a.ecimg.tw,5,ps.ecimg.tw,rotation-2026-02-25
cs-f.ecimg.tw,1,34.160.217.38,rotation-2026-02-25
cs-f.ecimg.tw,5,ps.ecimg.tw,rotation-2026-02-25
cs.adingo.jp,1,35.79.48.71,rotation-2026-02-25
cs.adingo.jp,1,52.192.231.193,rotation-2026-02-25
cs.adingo.jp,1,54.168.86.124,rotation-2026-02-25
cs.ecimg.tw,1,34.160.217.38,rotation-2026-02-25
cs.ecimg.tw,5,ps.ecimg.tw,rotation-2026-02-25
cse.google.com,,142.250.66.78,rotation-0; rotation-1
cse.google.com,1,142.250.198.78,rotation-1
cse.google.com,1,142.250.204.46,rotation-2026-02-22-chrome
csp-reporting.cloudflare.com,1,104.18.20.157,rotation-2026-02-25
csp-reporting.cloudflare.com,1,104.18.21.157,rotation-2026-02-25
ctldl.windowsupdate.com,,199.232.210.172,rotation-0
ctldl.windowsupdate.com,,199.232.214.172,rotation-0
ctldl.windowsupdate.com,,203.74.95.218,rotation-0; rotation-1
ctldl.windowsupdate.com,,203.74.95.243,rotation-0; rotation-1
ctldl.windowsupdate.com,,a767.dspw65.akamai.net,rotation-0
ctldl.windowsupdate.com,,bg.microsoft.map.fastly.net,rotation-0
ctldl.windowsupdate.com,,ctldl.windowsupdate.com.delivery.microsoft.com,rotation-0
ctldl.windowsupdate.com,,download.windowsupdate.com.edgesuite.net,rotation-0
ctldl.windowsupdate.com,,wu-b-net.trafficmanager.net,rotation-0
ctldl.windowsupdate.com,1,109.61.38.38,rotation-2026-02-13
ctldl.windowsupdate.com,1,199.232.210.172,rotation-1; rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
ctldl.windowsupdate.com,1,199.232.214.172,rotation-1; rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
ctldl.windowsupdate.com,1,203.69.138.233,rotation-1; rotation-2026-02-22-chrome
ctldl.windowsupdate.com,1,203.74.95.219,rotation-2026-02-25
ctldl.windowsupdate.com,1,203.74.95.226,rotation-2026-02-25
ctldl.windowsupdate.com,1,203.74.95.232,rotation-2026-02-25
ctldl.windowsupdate.com,1,23.55.44.40,rotation-2026-02-13
ctldl.windowsupdate.com,1,23.55.44.44,rotation-2026-02-13
ctldl.windowsupdate.com,1,92.223.95.95,rotation-2026-02-22-chrome; rotation-2026-02-25
ctldl.windowsupdate.com,5,a767.dspw65.akamai.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ctldl.windowsupdate.com,5,bg.microsoft.map.fastly.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
ctldl.windowsupdate.com,5,cl-glcb907925.gcdn.co,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ctldl.windowsupdate.com,5,ctldl.windowsupdate.com.delivery.microsoft.com,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
ctldl.windowsupdate.com,5,download.windowsupdate.com.edgesuite.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ctldl.windowsupdate.com,5,wu-b-net.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
cyberpeacemaker.github.io,1,185.199.108.153,rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
cyberpeacemaker.github.io,1,185.199.109.153,rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
cyberpeacemaker.github.io,1,185.199.110.153,rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
cyberpeacemaker.github.io,1,185.199.111.153,rotation-2026-02-13; rotation-2026-02-25; rotation-2026-03-08-claude
